path,bytes,sha256
T2\R01_P03\round_2\feature_tree.json,8857,1b11e13503105ff47f64adff1b46a0fd06733f5b246d84bba31a6fac7b4675ec
T2\R01_P03\round_2\freecad_job.json,206,c03766ee2555f086cad747f4b0e7b77b49d2b2e0c19bee99aae8e3aa29405c83
T2\R01_P03\round_2\freecad_stderr.txt,59,084e87e873b55857151f36d2447b00a35e8947c6582f4d8a8b7c039fdbce2dc1
T2\R01_P03\round_2\freecad_stdout.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
T2\R01_P03\round_2\metrics.json,1069,5436489f416337a368079531bce8f0849dc5bfc43b9b17f42b6375e0da128451
T2\R01_P03\round_2\model.FCStd,29021,ab6998556b29c1a140e615b7005c05f3984f3f88a6cdee5a14e7d859ca029528
T2\R01_P03\round_2\model.step,50203,14370018c26a78810bfff5ececa9d40f73a07560b5adeba70edb4f4606675aa5
T2\R01_P03\round_2\model.stl,34284,244be1fabe9b9518908464cce095c83b01c1e2de38c03d63df4e16127667ce73
T2\R01_P03\round_2\part_state.json,2199,996271779d71b538108eecc367f65e07bcc2790bfefda71113b801141563af53
T2\R01_P03\round_2\post_review.json,369,1a04bcfda5626694216e15c0d88d10268267f8b68e46324de19886fde416e5ac
T2\R01_P03\round_2\repair_blueprint.json,3399,5e06ed107c21d54f22970ec359c44459696f417fa6b3a512712e670efded6aef
T2\R01_P03\round_2\repair_log.json,707,94e6ac4245dc2a22b3817f8a67b5e511839aa064848406a34a150a1edc7e4769
T2\R01_P03\round_2\review_contract.json,2245,a888f59af8341c05fb2b401a69253f4ec837553f7a78b07728a559e9aea1d0e2
T2\R01_P03\round_3\agent_output.json,20590,e13ff863fde5dbdd30b2fc82db578e2edd8cca238949c3322890ca0a7ba3d237
T2\R01_P03\round_3\cad_ir.json,13347,cfd4b75c90020c9749cc8147585154cacd045cdf7234f64d9c791389abdcf9d2
T2\R01_P03\round_3\cad_validity.json,871,571b60e58b8db5533681b4ec5b6fe506238c5756b6af8c9c4ca78daa492fc717
T2\R01_P03\round_3\execution_log.json,26917,ba5852163ccee1a0f5d3abb71fdfffcf6df33b945ce838441fdf22d44ddb91ab
T2\R01_P03\round_3\execution_result.json,912,995671967116e797be62e339f4bb914bfac2b64d7ae460b2dae85dd69bac8dcd
T2\R01_P03\round_3\feature_graph.json,2999,3e51f0d28225e724b495ba497cad977528147137d469e7142d17a595a48670c6
T2\R01_P03\round_3\feature_tree.json,8879,104b113d4b13adb6e1e3e5cee31b4aeda6aa1d084b0699ed55530f23080cbbec
T2\R01_P03\round_3\freecad_job.json,206,44d120bb45139da33895e9a27d6c24b4065e5c40a42d8cd1e6feb4866f787e93
T2\R01_P03\round_3\freecad_stderr.txt,59,084e87e873b55857151f36d2447b00a35e8947c6582f4d8a8b7c039fdbce2dc1
T2\R01_P03\round_3\freecad_stdout.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
T2\R01_P03\round_3\metrics.json,1054,ba1fbe73cd73a8a0dbb0b00ab17d34ba43571b73242a2d830541aae15f222149
T2\R01_P03\round_3\model.FCStd,29018,b83c6d980ef228cf7f5a72131b0d5009a6241c0f57df54647024e3507efca857
T2\R01_P03\round_3\model.step,50180,fe4fcce6f4cd8962f31211a70db93f1d126b316962a145140a6fd2310e1ec840
T2\R01_P03\round_3\model.stl,34284,9e1db649970a119fd6495cd0f0b0040e76c2a4dd73f427cc0b79991f22f712a1
T2\R01_P03\round_3\part_state.json,2491,7a6103e08f5148b4bd54173c32765969c548b4a519eb7c8085c776732b904d92
T2\R01_P03\round_3\post_review.json,369,e7369f652e4d3d6b5f6217620a701e50b0d8eaaa5bb23a8f9fb0c92478741213
T2\R01_P03\round_3\repair_blueprint.json,3399,5e35648765535e88156781a70554e8712f7d6eb1b89732ddf189b880f9e1c400
T2\R01_P03\round_3\repair_log.json,707,b681c6619cd89007c0914e645066b53f4576320a498be2c1938cb97909fbf5a0
T2\R01_P03\round_3\review_contract.json,2586,6148301fc1b264cb370b48419fa889f749a978da2edf99ee3b08dd67d70f98c6
T2\R01_P03\round_1\renders\front.png,6929,d7881901b8ec6fb8bc119cb61875324861acfc72faa0a4f0e03248ef28c58e10
T2\R01_P03\round_1\renders\isometric.png,22284,4485fc6d1b45a6b55f42d6582f0b8c8ac4dc0a604dc0d12bc47c1118feb61794
T2\R01_P03\round_1\renders\side.png,6541,97898051c792b64d2f6161ad8ee299e2926d3c8c80afa5c331eb512f8fc7857c
T2\R01_P03\round_1\renders\top.png,6219,f123bb56aa1cfe8633627e71c7e300505968e7a542f52d7dcc964a1c5b625907
T2\R01_P03\round_2\renders\front.png,6938,84bccabd791f4e66a15c6dcc2ce66539bcc641d0dd6350c67b0a8f993b12873c
T2\R01_P03\round_2\renders\isometric.png,22663,204cc442182694c70b273ee2b354325357834406b41a831cf1fafc28eff92b95
T2\R01_P03\round_2\renders\side.png,6504,9e469fa20a696af25d0691380c3385b870d014066192cbd6cf13303319150a41
T2\R01_P03\round_2\renders\top.png,6216,26e70efff93ce697471d8ea6dc13ff6506be86c720e2aa64f89442e656807832
T2\R01_P03\round_3\renders\front.png,6920,190c7f7b4166f1ca6e10e96499f8e43a4fe8b0f44fbe565a7a765c46c4894122
T2\R01_P03\round_3\renders\isometric.png,21607,e83dac8877572616731cbcd1ca1c11e3ce666d1c825b31fc022e6214493db22a
T2\R01_P03\round_3\renders\side.png,6548,a6d5c511ba7ff22886ddd65336bbad1c4947345e424e0859a7f8d01795886724
T2\R01_P03\round_3\renders\top.png,6212,a7bce49da4ae4709c09226c6c43cf22e8083f7b7889d2e480d68fc9dea2e72b2
T2\R01_P04\round_1\part_state.json,1674,d911ce3c14e12e28580c7efb2e14a9c1c1f442abcc7b32fa2739ed5bdb9421c9
T2\R01_P04\round_1\repair_log.json,189,4b3cb44b13b754b40ab961c2d87e8eed8e2416a602073fec1a366047332c3d75
T2\R01_P04\round_1\review_contract.json,2196,ddce8046e50f6130a98acc9351b431e0cc22142b3f5c77f965a1f7bf6c554984
T2\R01_P04\round_2\part_state.json,1925,59fea0971ffc6440fd47259e009dfa7576eaf8e2855176da7a22fe6a5b160ef6
T2\R01_P04\round_2\repair_log.json,189,21191b53cfdd575ca05bc9a1b579e950272d2eaa69ef68fe394771aa6ba7bc83
T2\R01_P04\round_2\review_contract.json,2407,4a99435a0745e72eed75e50f0a194231513268f0700990bce9f99b316a514750
T2\R01_P04\round_3\agent_output.json,17898,8dbffca1ab119dec998b61fedf9231768a126ec13a8a165f9061ddd85619f3ba
T2\R01_P04\round_3\cad_ir.json,11676,0c5ad94746f1910db92a0c88e20e5386a7cc044667f6c9dfec92ede609133720
T2\R01_P04\round_3\cad_validity.json,873,dc2650810a3e1a4554e8cf43dc41dcffc4f206f8dd5c89196f9e414ea6e37073
T2\R01_P04\round_3\execution_log.json,23825,2bbbe35bb2d303ab687fe3e76c17378b65072f60771ee40e1142cbc1c9064540
T2\R01_P04\round_3\execution_result.json,915,535f3f9b026420cc207833cf4344aca021f3b46da1ee71d04d1e2332babb37d4
T2\R01_P04\round_3\feature_graph.json,2366,021ff38defff8fa36f41e69bfe3924adef82c562a68875c989d71d633ffc816e
T2\R01_P04\round_3\feature_tree.json,10013,9ebd9e22dd8b6aa45500c80dc05a248ef5404fa5691f189c7ed0130fdc719799
T2\R01_P04\round_3\freecad_job.json,206,935140a7b5f9135ddfab46c73ccfe36c729b88316a66b27ae27b92342cf95b77
T2\R01_P04\round_3\freecad_stderr.txt,59,084e87e873b55857151f36d2447b00a35e8947c6582f4d8a8b7c039fdbce2dc1
T2\R01_P04\round_3\freecad_stdout.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
T2\R01_P04\round_3\metrics.json,1067,5c1dbe85b41702437d405b691de62dff8e56f49210bc78d36d6ffbb7a038907e
T2\R01_P04\round_3\model.FCStd,38823,e3901cb4b5acb7a4e8a6bd7bf47a156eabb90cd1ddd0de3782b884379ce2a8f5
T2\R01_P04\round_3\model.step,78690,6ff9bc0b8dafef11bdb6446d9b96e9f3d3f20c37e9a951c20180058a318771b4
T2\R01_P04\round_3\model.stl,34084,cbd0bbffea3e015513f47a831a93171c0a8c083f5b578a7b23236934979bc309
T2\R01_P04\round_3\part_state.json,2306,ab861ddff66375504745ed325b726fdba29bdf130e68caad5f2d208090bf23ba
T2\R01_P04\round_3\post_review.json,348,ca0f7ec93d16efd134db2376eeab7b9d4fc7e26463ded7b7317c344ee0a4c01c
T2\R01_P04\round_3\repair_blueprint.json,3165,64fe13de53496ed7af23c956067ce580dae7d4b8972db2ecb25685e2f5b52210
T2\R01_P04\round_3\repair_log.json,1099,e968ed7c9c78d54419c2ad613076e0d84b75b46fca1ec46291b40e9fcd7ea0bb
T2\R01_P04\round_3\review_contract.json,2694,7bc242d725fa65b34c9b771a6fc01bcf2a0fb76d2b8f5145eb98d5bce7ff8dd2
T2\R01_P04\round_3\renders\front.png,6668,972c45edf13b7386176b5dc0bfb2bf934648ae440ee09ebfdf4c6591ea6c3777
T2\R01_P04\round_3\renders\isometric.png,17374,db0f8483a40e62f046ebb2f0d2f3e92ba5bd6017f681261b7067f2776599a6ec
T2\R01_P04\round_3\renders\side.png,7048,4bc74c027c7ac0b02dc78c0dd383693fb154cac9e5bcea717c277d07d3794d56
T2\R01_P04\round_3\renders\top.png,6865,a508629ccc8e34702632aae72349fe523a2b0d3922b879b68644b9d5d6086216
T2\R02_P00\round_1\part_state.json,1677,5c573b502a8dcae8c856b1b8ab5b3cd3b3f1b95042c9b429416d592377c7bf20
T2\R02_P00\round_1\repair_log.json,189,0e476a619ed5f551d0581b5e0d85a8a4bf1242d804ffdef1c213ce33b167351a
T2\R02_P00\round_1\review_contract.json,2092,70a07d95ba8c44d0476405cc1936b23235124de2ba7a14606ffd2c8c3140d50a
T2\R02_P00\round_2\agent_output.json,12767,ed197cd905aaed066e4399e5e0ec90550900909d378c7b11c2bcbff4501d056e
T2\R02_P00\round_2\cad_ir.json,7319,fc7561d37e460f4f23941d99c8e3bb0207a05c5fa20086eee21e15df43f6fb36
T2\R02_P00\round_2\cad_validity.json,872,8d2f5358872d9c239332136a9fa4904ee32ddeba516d8accf62c9e41da205083
T2\R02_P00\round_2\execution_log.json,15773,5301043f28909bfb0058187ebb9f8105a9fec4445c4fedc3e10d9a9248e51274
T2\R02_P00\round_2\execution_result.json,912,e0991dded613f1cd6b58e454e3af3f6c7fc4bb0ce5089c4b03223234feee4026
T2\R02_P00\round_2\feature_graph.json,2327,8ef75e9d1d2e4e6109f688ccd5260defd214f285097b282ce75964e96c1b3d0d
T2\R02_P00\round_2\feature_tree.json,5637,e2b1d96b28a30091c33894abe33fab4e1f4b889497f8489855fbe7030dbc55ab
T2\R02_P00\round_2\freecad_job.json,206,3f21fb2de8bb608c4da3908324547400f4fea3c509217c1b1cd6e6ae3c322e6f
T2\R02_P00\round_2\freecad_stderr.txt,59,084e87e873b55857151f36d2447b00a35e8947c6582f4d8a8b7c039fdbce2dc1
T2\R02_P00\round_2\freecad_stdout.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
T2\R02_P00\round_2\metrics.json,1054,fb422c3f02e8da4ac9ccca8a544a51e1ada1189d9f8d9e03bbdf78372db8a99f
T2\R02_P00\round_2\model.FCStd,55184,28577f82ed4746330ef53a6e5e77ac8318cdff90515c5cfeee29412213da63fa
T2\R02_P00\round_2\model.step,56094,ecc1f75a60fb01106820e100ea2bef9b80d0c03dccaf7d8e34d678b6c0813563
T2\R02_P00\round_2\model.stl,102784,d16bbf187c523b96dce58f160c32401055446efe902535e9bb71539d0adc606a
T2\R02_P00\round_2\part_state.json,2062,bfd41a00d945adcf9edea642417194fbcdca8c4dd0688f6b370e5d0aa2264b7c
T2\R02_P00\round_2\post_review.json,357,3b751d73be8f7ab66abfdaa5d795300db541acae6fe8320a011c85b3c8208de5
T2\R02_P00\round_2\repair_blueprint.json,2662,c526edecd01ed3d7f6271da2b240194a47023ae317ea2ec7911cc28fb6cc4ef9
T2\R02_P00\round_2\repair_log.json,714,eb7510d5afb52d25a5ef425785a5c8e964e0935f2f622f6c1e1b8efb29124688
T2\R02_P00\round_2\review_contract.json,2298,137fe9d895c57169149496a372b0e4ea98612d5abaec4a065b14a01f1b5cbc42
T2\R02_P00\round_3\agent_output.json,12768,40c85bb5d4142880031570bfcc43d7ddb9542e097e5fc456f62d357cda49fde2
T2\R02_P00\round_3\cad_ir.json,7320,d3308302d6a875717303e6051c0e9f79974aa811d46a014d7cd8f065eae3ce09
T2\R02_P00\round_3\cad_validity.json,871,499a01ca8b55f611b87b17969c6518a322ea274cdfd4e4947b1568dce93baa24
T2\R02_P00\round_3\execution_log.json,15709,367ef4d3c3d6e4a170a33f9e88f1ce227cf55686ab86815399e319383bdcfcba
T2\R02_P00\round_3\execution_result.json,913,e9911d0935d4d48fa85430c3e13ba7b29242c216701f39495aa9493d1614f508
T2\R02_P00\round_3\feature_graph.json,2327,8ef75e9d1d2e4e6109f688ccd5260defd214f285097b282ce75964e96c1b3d0d
T2\R02_P00\round_3\feature_tree.json,5622,43d7c417125e2f78d5ac594063222fd0fa4309db31a543cbc96d0fac6ff49518
T2\R02_P00\round_3\freecad_job.json,206,449bf01cbb33fc9cbb9576dabc2b623cc36c37ec8ca890151bc28ecf51e9c175
T2\R02_P00\round_3\freecad_stderr.txt,59,084e87e873b55857151f36d2447b00a35e8947c6582f4d8a8b7c039fdbce2dc1
T2\R02_P00\round_3\freecad_stdout.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
T2\R02_P00\round_3\metrics.json,1052,140a32450f8083395beaaf8486c29242977e217d4064447f3a320dd7dd9f4dbc
T2\R02_P00\round_3\model.FCStd,54140,eb678f7293ba245ba9ce86e83c4e460c96d8e036ac49bc2cf37112dbb0c1a19c
T2\R02_P00\round_3\model.step,52435,3963b852025d0b93a853935ac323c8afaff6696069bfb9388bdfcda2420d6241
T2\R02_P00\round_3\model.stl,103684,f7968e77d922d33ab029502b4a5504df2426cce1822895a0d164065717d303ad
T2\R02_P00\round_3\part_state.json,2333,0613a0718558709af003b211467cdf129cfd490ab7a377a9ad7a65e03196f055
T2\R02_P00\round_3\post_review.json,357,494018acf13ada15ac5f1b8d8b48d2ab7d9820437551e162c64ece4a4e6ee710
T2\R02_P00\round_3\repair_blueprint.json,2663,4184f854a21d0f8c94688f5ecde9e5bd54b3f00ed382e5c6a1b3c85972a0ec7e
T2\R02_P00\round_3\repair_log.json,584,2d56146ad1fde39e814166542ba0ca00b98d1eb252685a0332463422c885f063
T2\R02_P00\round_3\review_contract.json,2570,05aa82375868ffde2cd5764fb6d5d05538f5d4ae0cfa0dadafd53f1fd6740cd0
T2\R02_P00\round_2\renders\front.png,8956,899e4c03dda8d9d41115a0937dc77269751053ba3370492075146a89dd1b3d07
T2\R02_P00\round_2\renders\isometric.png,18574,7b08915b73e522da1d06b5fa497b1ca17bd1f4ebe23f62eecd0e8d3fc3237177
T2\R02_P00\round_2\renders\side.png,8420,aca08bb44672fe3398e967bf22f0f1a9d9d0a0b12642e3bfa31661042f24df6f
T2\R02_P00\round_2\renders\top.png,8600,922645b9e246284d8682d9eb582d2b4529cfd973b0d9ad149446a8aea54dc36f
T2\R02_P00\round_3\renders\front.png,9215,ba857a6f6cf252cffd7b5ec3511cded9d07654d7d9fcdb32132c7b94ea9c7c24
T2\R02_P00\round_3\renders\isometric.png,18282,b8deafb5e8b270393d656cd780ec4d244650bec341f79309d5cb25ee5e816a93
T2\R02_P00\round_3\renders\side.png,9478,23739fb4e023e013469a540c66dc7a86155aff4ef9483076c5e7b70cc6088223
T2\R02_P00\round_3\renders\top.png,8753,b536d6dcb3e7b705e210d107c2d49f69752505237551da62b1c9ad5b2ce8e622
T2\R02_P01\round_1\agent_output.json,13099,a5c7dbfeb43a7a4202a9c70adb1264ec97563ae1085a4e19a20200a3c625b20d
T2\R02_P01\round_1\cad_ir.json,7617,bb706ea7de209aa6af651a88a2a6b89de58c8e5afef850c436ac591ecc3f95d0
T2\R02_P01\round_1\cad_validity.json,871,3da68a552254be4e974bc9feeb5b39d8cf387752360fd19d3cf19925e29154b3
T2\R02_P01\round_1\execution_log.json,13971,d1e6e2c5d3550c55de612621d127bd8eae8fc0ab491be838dfb3b29fceec8331
T2\R02_P01\round_1\execution_result.json,913,9c0c4ca30e504490071df757e2df02aea2cb4f1748572e826386df6348f9b226
T2\R02_P01\round_1\feature_graph.json,2276,d6d2889196c73605d2e656719f17c2d94749c230c6538f99112805683463050b
T2\R02_P01\round_1\feature_tree.json,4919,a04e7f3c73d5d2a0b4fca3a4c6d0febdbb6b41fcd8e5c3717e2f7fb036378b20
T2\R02_P01\round_1\freecad_job.json,206,e037fa7f81f545a2908a0db7002bcf39b86d995a083f0ebbb8b90f875682b066
T2\R02_P01\round_1\freecad_stderr.txt,59,084e87e873b55857151f36d2447b00a35e8947c6582f4d8a8b7c039fdbce2dc1
T2\R02_P01\round_1\freecad_stdout.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
T2\R02_P01\round_1\metrics.json,1037,0248afc7e1a1573745dbb3742a295111f8681a04e258c3950b76705b3ea76b82
T2\R02_P01\round_1\model.FCStd,14160,6b395ad196e5bdc077eab95fc059d628686b94cb3f7aa7be56b7cf86fbde7059
T2\R02_P01\round_1\model.step,28254,ea3124464b10c744644d1a3ca420930bd5bc77220e46e6dc1028e95dfe15f0bb
T2\R02_P01\round_1\model.stl,102284,b32a9babf79d6408a7bfb07148920ad53d179c864763438fcb8fc6ff4899785a
T2\R02_P01\round_1\part_state.json,1794,055e8d378496c7b825362f4722fd080c0a85a631d986f96309ffac6968e63492
T2\R02_P01\round_1\post_review.json,350,7d8414cec03afc2e940ece971161aa5cace0904be367b26aa6078bb79a8c5c9a
T2\R02_P01\round_1\repair_blueprint.json,2623,1f932c00dab099072aa00a6bfffdca5c123ebe5900d6696395b4f1f8e6f03504
T2\R02_P01\round_1\repair_log.json,712,a9d781e50d56221972e9f4fe37f8b64172de112ac1744f9fda25949302e08ec5
T2\R02_P01\round_1\review_contract.json,2096,e5fa9ec56923e40b2295140edf3c649f2b75e11194cdc6df5c263051fd6e176d
T2\R02_P01\round_2\agent_output.json,13189,7f0eddce285b39fbf27381e638035cf55a21958406147bc0e4182a0198204fd2
T2\R02_P01\round_2\cad_ir.json,7705,d6ed7976c85b38fe338d332f75a09929073820cc9c94db8f53b1a8f28cf1d554
T2\R02_P01\round_2\cad_validity.json,870,c733d8677cc8f742e9c673956d015d7924ad4842672158b8b614c58aa9b96693
T2\R02_P01\round_2\execution_log.json,14034,285a0acf0e6b6dc723937f496255ef988bec0042f2fc29be03015e3080eba9e2
T2\R02_P01\round_2\execution_result.json,911,1210cdc124643676877f5abf9f1abf596ceb9fd55cc9c65ab851519eba0e58c5
T2\R02_P01\round_2\feature_graph.json,2276,d6d2889196c73605d2e656719f17c2d94749c230c6538f99112805683463050b
T2\R02_P01\round_2\feature_tree.json,4923,9d4ac873ca10f7394b59519bd494548415496a15d77e3ec5bdc946056715f970
T2\R02_P01\round_2\freecad_job.json,206,094a9f008b4d6ef09e0becdc384d8ecc3c61c59ea9e9c4504c6072a30d14b334
T2\R02_P01\round_2\freecad_stderr.txt,59,084e87e873b55857151f36d2447b00a35e8947c6582f4d8a8b7c039fdbce2dc1
T2\R02_P01\round_2\freecad_stdout.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
T2\R02_P01\round_2\metrics.json,1038,8c43d6e914b664243aa8682bf771a9334a95491becbf4c8aeeed8f971fe3e3cc
T2\R02_P01\round_2\model.FCStd,14114,d459445a9b7476e758a6b5b6730efa68c7b91e70c20f0888bd8c3b0fd32712f5
T2\R02_P01\round_2\model.step,28220,668b1b40d6956f3932331a3d1ca91aa05cf50c66a5645f12444c215d5c80fc6e
T2\R02_P01\round_2\model.stl,102284,59bfb68113a262f1ad7610b6b16b4e41f32f78b926bb873e71ea64c88bc680a9
T2\R02_P01\round_2\part_state.json,2066,645ca6664505bda3d1fe5e08869b718dd68107949d635f9cf2ce0902a0b79bf9
T2\R02_P01\round_2\post_review.json,350,b5ec93dce80315dc1431de6d854b69420ac5c945ac8709455101e875af131345
T2\R02_P01\round_2\repair_blueprint.json,2623,ea48221f338175e97ee0a4926f815617ca0f60b78ca7beccbef71cbb5129df79
T2\R02_P01\round_2\repair_log.json,967,f254f43c80fdf9392bbf39fe6d2efa2f0a0835e44f6b60821bfcaa26fdd2c3a0
T2\R02_P01\round_2\review_contract.json,2434,6b6511fa59ec4107b899edca3bfda2c64acd260efda52fc319542005c3ae706c
T2\R02_P01\round_3\agent_output.json,13185,70bd3a8391941024ce85c30244cf40dbb40e6b5ed1dae3246180d7a73cb680f4
T2\R02_P01\round_3\cad_ir.json,7701,d74c48407b31663f3959b14a38e08b2867d0759dfe143fb42483f80ee4b8af19
T2\R02_P01\round_3\cad_validity.json,870,d126180faa9c2c43f8ef8fd102693b9275d7db80c2a096df0a575bf4e3e50450
T2\R02_P01\round_3\execution_log.json,14025,572dd72ab46a3bc3db2e6a2bfa48c04f79050407b24c1b657f62fafcdd70b9d7
T2\R02_P01\round_3\execution_result.json,912,ae53817a862be2e0e6c18fc6a210c04c00dc2f2fce3bd3737a2231e43f01f2c5
T2\R02_P01\round_3\feature_graph.json,2276,d6d2889196c73605d2e656719f17c2d94749c230c6538f99112805683463050b
T2\R02_P01\round_3\feature_tree.json,4921,18406f4e749dd254007cc35e5541c22403e7bf826432277779105dc0091a9f3a
T2\R02_P01\round_3\freecad_job.json,206,745c503e5a1f6b7ab5588414e22140daf330fa8e4ded99d45cfc208d8d747e12
T2\R02_P01\round_3\freecad_stderr.txt,59,084e87e873b55857151f36d2447b00a35e8947c6582f4d8a8b7c039fdbce2dc1
T2\R02_P01\round_3\freecad_stdout.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
T2\R02_P01\round_3\metrics.json,1037,0932906b3d881a146eb105caf0adf01af01b41a92b7c127e7bd73b6b729f0408
T2\R02_P01\round_3\model.FCStd,14201,60aa8d8cd93aa294fda81531afe84577c63d3d61b4767a17fb77e90e4ee2842f
T2\R02_P01\round_3\model.step,28235,920c2220c49a9c54ca905df5e1e9246e668149a6d84fbcd6eea6b6dd29454e9e
T2\R02_P01\round_3\model.stl,102284,9888e1c34c24c056acbb2b2b258aa67db78aa63ae9f4c839ffd1f96b49bc9336
T2\R02_P01\round_3\part_state.json,2355,fe79b8d63c4149f0b8c0f58380cbbc88a3b4953193ba79b430c3e86850238877
T2\R02_P01\round_3\post_review.json,350,13e5cbb080ef9688d2a6bd964386f417d657251b1b7d6acc30cf92c795613352
T2\R02_P01\round_3\repair_blueprint.json,2622,7c8ddf5c8b30fcf6a07017213e9253a323ea0f12506facd62fe106b446d04854
T2\R02_P01\round_3\repair_log.json,966,5e96d93207889dd27beb31cb2164e98ec5d8368334cae2687db904fc724caf34
T2\R02_P01\round_3\review_contract.json,2755,b99be14f1673de530ac6a4a9e1dbb57627fbcf1d2ab5fbf0960f01feea9ce8bb
T2\R02_P01\round_1\renders\front.png,7730,c890f41b4cef0e797ff2df11d896012ac72736e02e4769011115d69c78b01369
T2\R02_P01\round_1\renders\isometric.png,32548,6f7f650790ea1e0723a33a5ecc70afa359ef8a4fb4f604cacaed0c20fad7a427
T2\R02_P01\round_1\renders\side.png,6866,07a91854fb26341f78c002ba305cb295923adac86f57fd60d0d0cf46a494c81e
T2\R02_P01\round_1\renders\top.png,9093,9b858a177f24ade1266a501053e26d96e68e6552be95af3d89204e7093c89d97
T2\R02_P01\round_2\renders\front.png,8044,9aa330205ef493450aca4709b24d32593a013f04de3f43e3b7d1fdf89f98eb7a
T2\R02_P01\round_2\renders\isometric.png,38334,e6b8a0577ef037f82d52932ea43303efad53f0cf877aa6b1011c365dfa41e377
T2\R02_P01\round_2\renders\side.png,6990,1295db0340cc43be40309a53156861505075037847b56e2618129e54133da51d
T2\R02_P01\round_2\renders\top.png,8801,2e5df07f8823f4010e7bcf97bd1aae171147f91abbc903bd174b8d50dd77e869
T2\R02_P01\round_3\renders\front.png,7132,c008ddb5b244d34300385322bcaf2dee7319af17f2a916e9895d9f002aa488d9
T2\R02_P01\round_3\renders\isometric.png,27913,be8b429e74cca025081626813cf1bbcdbdc67806a4ae8ff5a94dadd9d869fb7e
T2\R02_P01\round_3\renders\side.png,6961,012b8c2c2cc1db1a015167aa09f37e486c0142a25d60c99c14da846e38ad5fb8
T2\R02_P01\round_3\renders\top.png,8703,9f6701c35b5b9d68d8360deaff2f11d5347d58b26ad77ab09f12c2e86e3767c1
T2\R02_P02\round_1\agent_output.json,15244,db3cf13b219d6a4d503669ee8165f6f316bebee922e21c37a4a85c9b103811e2
T2\R02_P02\round_1\cad_ir.json,9511,6edea93b14e1d940ed62ef8f781c0acd660b50207b92a2cf7337400e1f99c53f
T2\R02_P02\round_1\cad_validity.json,880,9708c5544d03d45fe01e2056bda6d9b9708e94a64c05b99d76a3f9c1b28accb1
T2\R02_P02\round_1\execution_log.json,18209,c4bca988d6d39c338db08130f781ac8b07d4ea7aa640311e042928c6e3a2c98d
T2\R02_P02\round_1\execution_result.json,921,a3cd431d5e611f0a3504493e7eee474ca25bfef84f5271651217c044346e1a15
T2\R02_P02\round_1\feature_graph.json,2323,d9c67ccd8daefb4c0b62070d406b6b1cb0e551db9effe7300a765af34697a46e
T2\R02_P02\round_1\feature_tree.json,6290,d5ea98ff796c68719cc5e0c1238e75886070322bde0a30d1a41b1fa6b51cfb83
T2\R02_P02\round_1\freecad_job.json,206,40062ce5680523626e94fda683cfdeb5b77d4fec2e80992778ddc48d9f20e750
T2\R02_P02\round_1\freecad_stderr.txt,59,084e87e873b55857151f36d2447b00a35e8947c6582f4d8a8b7c039fdbce2dc1
T2\R02_P02\round_1\freecad_stdout.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
T2\R02_P02\round_1\metrics.json,1035,eebc4e2c58e3c1ff896a83feee0020cd9957554e4149a3e42481e227b0209247
T2\R02_P02\round_1\model.FCStd,17344,0e684b1267b2772574d4f03f81e8010463d90ad8fe023cae52b1cde72515f895
T2\R02_P02\round_1\model.step,29487,7e1a7d160f917f8d8b4dd561ebd9328cf1055fac4fbb5d2126ad87e0f61f5f74
T2\R02_P02\round_1\model.stl,36684,80f9ec80c2b24e79c6af2229a4323d889dee0307e4ab73ed89857bb11ac1a719
T2\R02_P02\round_1\part_state.json,1778,923d56041d97d217a111008fb79d1a6197a73420594380bee6edc404ff6009e7
T2\R02_P02\round_1\post_review.json,366,9e50b5b0f33c318147e55254c19ee6fe9ccd9ead8d8cf276a007887194cd6190
T2\R02_P02\round_1\repair_blueprint.json,2709,f4e73375a73ca633e8a0a03ac1a35dd21a801e52153c093d1b9a612ff46e1d78
T2\R02_P02\round_1\repair_log.json,707,d5ae9c00ee93c237349526a97da5d9422959aaa740b6988c7dbde7d58b0c007a
T2\R02_P02\round_1\review_contract.json,2063,50bed0863770939847b12398e0bc844ed5dc1a94717b517f46ef2421c36e4d03
T2\R02_P02\round_2\agent_output.json,15302,ed64a9b959c35d3e6ac60dbd046cea0f25784cbb4692ce9eb9a19743eb087bf8
T2\R02_P02\round_2\cad_ir.json,9567,f8581bd4b2da5ae99b167ed97d96c1ea7d4c1694ff00b9998492be7b293453f5
T2\R02_P02\round_2\cad_validity.json,880,fa41a3ea89a10d7837afd8c79f120a5f22d80897df801d391a943ccb09ca3bcf
