replicate,case_id,condition,status,component_id,matched_region_id,reported_component_id,identity_correct,best_view_bbox_iou,recall_at_0_5,mean_target_purity,blank_crop
replicate_02,step_vx300s,A0_controlled,SUCCESS,C15,,,0,0.0,0,0.0,1.0
replicate_02,step_vx300s,A0_controlled,SUCCESS,C16,,,0,0.0,0,0.0,1.0
replicate_02,step_vx300s,A0_controlled,SUCCESS,C17,R14,C14,0,0.5024995690398212,1,0.17093635701146753,0.0
replicate_02,step_vx300s,A0_controlled,SUCCESS,C18,R11,C11,0,0.640283842794757,1,0.21591428184232614,0.0
replicate_02,step_vx300s,A0_controlled,SUCCESS,C19,,,0,0.0,0,0.0,1.0
replicate_02,step_vx300s,A0_controlled,SUCCESS,C20,,,0,0.0,0,0.0,1.0
replicate_02,step_vx300s,A0_controlled,SUCCESS,C21,R10,C10,0,0.3999999999999982,0,0.2015622469792102,0.0
replicate_02,step_vx300s,A0_controlled,SUCCESS,C22,,,0,0.0,0,0.0,1.0
replicate_02,step_vx300s,A0_controlled,SUCCESS,C23,R12,C12,0,0.35665183987060356,0,0.9158787992559346,0.0
replicate_02,step_vx300s,A1_color_only,SUCCESS,C00,R01,,0,0.30064493329799424,0,0.7470967770304585,0.0
replicate_02,step_vx300s,A1_color_only,SUCCESS,C01,R02,,0,0.19029126213592257,0,0.5952827355586656,0.0
replicate_02,step_vx300s,A1_color_only,SUCCESS,C02,R04,,0,0.19820288347635184,0,0.9653769109119663,0.0
replicate_02,step_vx300s,A1_color_only,SUCCESS,C03,R12,,0,0.4547803617571059,0,0.7581833530680699,0.0
replicate_02,step_vx300s,A1_color_only,SUCCESS,C04,R05,,0,0.33364529714553137,0,0.13431349328449715,0.0
replicate_02,step_vx300s,A1_color_only,SUCCESS,C05,R20,,0,0.6271315856452025,1,0.2627246495164865,0.0
replicate_02,step_vx300s,A1_color_only,SUCCESS,C06,R21,,0,0.6488764044943837,1,0.4112908694828004,0.3333333333333333
replicate_02,step_vx300s,A1_color_only,SUCCESS,C07,R15,,0,0.0,0,0.0,0.0
replicate_02,step_vx300s,A1_color_only,SUCCESS,C08,R07,,0,0.42463235294117646,0,0.17133698159050437,0.0
replicate_02,step_vx300s,A1_color_only,SUCCESS,C09,R00,,0,0.0,0,0.0,0.0
replicate_02,step_vx300s,A1_color_only,SUCCESS,C10,R03,,0,0.0,0,0.0,0.0
replicate_02,step_vx300s,A1_color_only,SUCCESS,C11,R16,,0,0.0,0,0.0,0.0
replicate_02,step_vx300s,A1_color_only,SUCCESS,C12,R17,,0,0.08737864077669927,0,0.017723802364588447,0.0
replicate_02,step_vx300s,A1_color_only,SUCCESS,C13,R13,,0,0.14105419450631035,0,0.09184083567174717,0.0
replicate_02,step_vx300s,A1_color_only,SUCCESS,C14,R22,,0,0.60289703771369,1,0.17592376052385406,0.0
replicate_02,step_vx300s,A1_color_only,SUCCESS,C15,R14,,0,0.0,0,0.0,0.0
replicate_02,step_vx300s,A1_color_only,SUCCESS,C16,R08,,0,0.6243115656963006,1,0.24899453851836428,0.0
replicate_02,step_vx300s,A1_color_only,SUCCESS,C17,R06,,0,0.7080640629390277,1,0.30848070043210324,0.0
replicate_02,step_vx300s,A1_color_only,SUCCESS,C18,R18,,0,0.5293284550926469,1,0.408303251632936,0.0
replicate_02,step_vx300s,A1_color_only,SUCCESS,C19,R19,,0,0.050181300181300466,0,0.16061980347694635,0.0
replicate_02,step_vx300s,A1_color_only,SUCCESS,C20,R23,,0,0.2753342375508613,0,0.061214929214929215,0.0
replicate_02,step_vx300s,A1_color_only,SUCCESS,C21,R10,,0,0.24691358024691323,0,0.17373351440661974,0.0
replicate_02,step_vx300s,A1_color_only,SUCCESS,C22,R11,,0,0.6670780200191977,1,0.9579835383788841,0.0
replicate_02,step_vx300s,A1_color_only,SUCCESS,C23,R09,,0,0.3284313725490204,0,0.42211088494346316,0.0
replicate_02,step_vx300s,A2_color_legend,SUCCESS,C00,R00,C00,1,0.7599003046247578,1,0.9992038352151774,0.0
replicate_02,step_vx300s,A2_color_legend,SUCCESS,C01,R03,C13,0,0.5429362880886431,1,0.9286141841394625,0.0
replicate_02,step_vx300s,A2_color_legend,SUCCESS,C02,R04,C01,0,0.4247204645921824,0,0.9567795419418295,0.0
replicate_02,step_vx300s,A2_color_legend,SUCCESS,C03,R08,C23,0,0.35852372583479797,0,0.617265689345813,0.0
replicate_02,step_vx300s,A2_color_legend,SUCCESS,C04,R10,C11,0,0.42041503888749543,0,0.7159788125878166,0.0
replicate_02,step_vx300s,A2_color_legend,SUCCESS,C05,R12,C05,1,0.5519270373639311,1,0.7206562394421291,0.0
replicate_02,step_vx300s,A2_color_legend,SUCCESS,C06,R14,C03,0,0.6051565377532222,1,0.16435166202878557,0.0
replicate_02,step_vx300s,A2_color_legend,SUCCESS,C07,R09,C02,0,0.0,0,0.0,0.0
replicate_02,step_vx300s,A2_color_legend,SUCCESS,C08,R17,C08,1,0.7670120630992894,1,0.6662448430828198,0.0
replicate_02,step_vx300s,A2_color_legend,SUCCESS,C09,R01,C00,0,0.0,0,0.0,0.0
replicate_02,step_vx300s,A2_color_legend,SUCCESS,C10,R06,C01,0,0.0,0,0.0,0.0
replicate_02,step_vx300s,A2_color_legend,SUCCESS,C11,R05,C01,0,0.0,0,0.0,0.0
replicate_02,step_vx300s,A2_color_legend,SUCCESS,C12,R02,C00,0,0.0,0,0.0,0.0
replicate_02,step_vx300s,A2_color_legend,SUCCESS,C13,R23,C19,0,0.2700617283950621,0,0.2667480313027412,0.0
replicate_02,step_vx300s,A2_color_legend,SUCCESS,C14,R20,C06,0,0.60289703771369,1,0.7491767450738109,0.0
replicate_02,step_vx300s,A2_color_legend,SUCCESS,C15,R11,C04,0,0.16897959183673508,0,0.06958989782472474,0.0
replicate_02,step_vx300s,A2_color_legend,SUCCESS,C16,R19,C21,0,0.43172616856827395,0,0.1734131087725578,0.0
replicate_02,step_vx300s,A2_color_legend,SUCCESS,C17,R16,C15,0,0.6945397815912617,1,0.7809474977417659,0.0
replicate_02,step_vx300s,A2_color_legend,SUCCESS,C18,R13,C18,1,0.8351627906976765,1,0.6607879394325548,0.0
replicate_02,step_vx300s,A2_color_legend,SUCCESS,C19,R07,C02,0,0.11735982488634487,0,0.07655555641545927,0.0
replicate_02,step_vx300s,A2_color_legend,SUCCESS,C20,R22,C13,0,0.181818181818182,0,0.0855621301775148,0.0
replicate_02,step_vx300s,A2_color_legend,SUCCESS,C21,R21,C14,0,0.3001215066828681,0,0.3767613573379287,0.0
replicate_02,step_vx300s,A2_color_legend,SUCCESS,C22,R15,C22,1,0.5922489082969428,1,0.7365785460522314,0.0
replicate_02,step_vx300s,A2_color_legend,SUCCESS,C23,R18,C10,0,0.5610620928506652,1,0.7069482010722706,0.0
replicate_02,step_wx200,A0_controlled,SUCCESS,C00,R00,,0,0.4551201011378007,0,0.7781279670001192,0.0
replicate_02,step_wx200,A0_controlled,SUCCESS,C01,R03,,0,0.4951826125924271,0,0.09064999847917998,0.0
replicate_02,step_wx200,A0_controlled,SUCCESS,C02,R04,,0,0.35029190992493753,0,0.6142286767858915,0.0
replicate_02,step_wx200,A0_controlled,SUCCESS,C03,R06,,0,0.4201923076923081,0,0.254978819540627,0.0
replicate_02,step_wx200,A0_controlled,SUCCESS,C04,R07,,0,0.6645919457475971,1,0.4311109189031983,0.3333333333333333
replicate_02,step_wx200,A0_controlled,SUCCESS,C05,R01,,0,0.0,0,0.0,0.4
replicate_02,step_wx200,A0_controlled,SUCCESS,C06,R05,,0,0.0,0,0.0,0.0
replicate_02,step_wx200,A0_controlled,SUCCESS,C07,R02,,0,0.3618572879165517,0,0.8166606850392618,0.0
replicate_02,step_wx200,A1_color_only,SUCCESS,C00,R00,,0,0.7097701149425292,1,0.8802510983311765,0.0
replicate_02,step_wx200,A1_color_only,SUCCESS,C01,R01,,0,0.7082835999045127,1,0.6552662755877621,0.0
replicate_02,step_wx200,A1_color_only,SUCCESS,C02,R06,,0,0.5051305970149252,1,0.2008859753201757,0.0
replicate_02,step_wx200,A1_color_only,SUCCESS,C03,R05,,0,0.6938053097345126,1,0.9516143849066768,0.0
replicate_02,step_wx200,A1_color_only,SUCCESS,C04,R04,,0,0.5916519788495441,1,0.31721037576212,0.0
replicate_02,step_wx200,A1_color_only,SUCCESS,C05,R07,,0,0.4922761153721509,0,0.4402246038048642,0.0
replicate_02,step_wx200,A1_color_only,SUCCESS,C06,R03,,0,0.005814603600581526,0,0.0007337526205450734,0.0
replicate_02,step_wx200,A1_color_only,SUCCESS,C07,R02,,0,0.795868049651419,1,0.8362730456230775,0.0
replicate_02,step_wx200,A2_color_legend,SUCCESS,C00,R00,C00,1,0.34152743351627224,0,0.7792369203355517,0.0
replicate_02,step_wx200,A2_color_legend,SUCCESS,C01,R02,C07,0,0.3488350591715979,0,0.17355329612775505,0.0
replicate_02,step_wx200,A2_color_legend,SUCCESS,C02,R03,C02,1,0.3392339233923392,0,0.5222905258231713,0.0
replicate_02,step_wx200,A2_color_legend,SUCCESS,C03,R04,C03,1,0.4361170592433978,0,0.6994545236879787,0.0
replicate_02,step_wx200,A2_color_legend,SUCCESS,C04,R05,C04,1,0.5374370453273644,1,0.8179722874478133,0.0
replicate_02,step_wx200,A2_color_legend,SUCCESS,C05,R07,C06,0,0.263699449629098,0,0.496119794324573,0.0
replicate_02,step_wx200,A2_color_legend,SUCCESS,C06,R06,C05,0,0.36774954433365514,0,0.5396969964530999,0.0
replicate_02,step_wx200,A2_color_legend,SUCCESS,C07,R01,C01,0,0.28717605431768134,0,0.6202367538322053,0.0
replicate_02,step_wx250s,A0_controlled,SUCCESS,C00,R00,,0,0.512952833109713,1,0.9266489399318795,0.0
replicate_02,step_wx250s,A0_controlled,SUCCESS,C01,R01,,0,0.6575703477004153,1,0.5639226289783242,0.0
replicate_02,step_wx250s,A0_controlled,SUCCESS,C02,R04,,0,0.6950123059922648,1,0.8635194248598065,0.0
replicate_02,step_wx250s,A0_controlled,SUCCESS,C03,R03,,0,0.7212246099499567,1,0.26242649124754186,0.0
replicate_02,step_wx250s,A0_controlled,SUCCESS,C04,R02,,0,0.48738875824226546,0,0.13354513279268734,0.0
replicate_02,step_wx250s,A0_controlled,SUCCESS,C05,R07,,0,0.5585085795381245,1,0.5880292083477183,0.0
replicate_02,step_wx250s,A0_controlled,SUCCESS,C06,R08,,0,0.8555232960044231,1,0.7065414373980863,0.0
replicate_02,step_wx250s,A0_controlled,SUCCESS,C07,R06,,0,0.0,0,0.0,0.0
replicate_02,step_wx250s,A0_controlled,SUCCESS,C08,R05,,0,0.0,0,0.0,0.0
replicate_02,step_wx250s,A0_controlled,SUCCESS,C09,R09,,0,0.616437337300112,1,0.19185096101958463,0.0
replicate_02,step_wx250s,A1_color_only,SUCCESS,C00,R00,C00,1,0.8287064195456056,1,0.9736475911250237,0.0
replicate_02,step_wx250s,A1_color_only,SUCCESS,C01,R01,C01,1,0.9297698429769841,1,0.8132920622668581,0.0
replicate_02,step_wx250s,A1_color_only,SUCCESS,C02,R02,C02,1,0.3380078442980835,0,0.9396107286012849,0.0
replicate_02,step_wx250s,A1_color_only,SUCCESS,C03,R04,C04,0,0.677319359362315,1,0.9075096483704974,0.0
replicate_02,step_wx250s,A1_color_only,SUCCESS,C04,R05,C05,0,0.8110344827586207,1,0.7698235923515666,0.0
replicate_02,step_wx250s,A1_color_only,SUCCESS,C05,R06,C06,0,0.8128523111612183,1,0.7296299094928369,0.0
replicate_02,step_wx250s,A1_color_only,SUCCESS,C06,R03,C03,0,0.4905038293780266,0,0.1642193374476839,0.0
replicate_02,step_wx250s,A1_color_only,SUCCESS,C07,R08,C08,0,0.7626459143968878,1,0.7990784867095726,0.0
replicate_02,step_wx250s,A1_color_only,SUCCESS,C08,R09,C09,0,0.6720000000000005,1,0.7261389873619517,0.0
replicate_02,step_wx250s,A1_color_only,SUCCESS,C09,R07,C07,0,0.29065743944636474,0,0.1806451612903226,0.0
replicate_02,step_wx250s,A2_color_legend,SUCCESS,C00,R00,C00,1,0.8946270213875848,1,0.9652682154220522,0.0
replicate_02,step_wx250s,A2_color_legend,SUCCESS,C01,R02,C01,1,0.7214799588900299,1,0.8040221615716123,0.0
replicate_02,step_wx250s,A2_color_legend,SUCCESS,C02,R03,C09,0,0.2512820512820515,0,0.9366746015491408,0.0
replicate_02,step_wx250s,A2_color_legend,SUCCESS,C03,R04,C02,0,0.6130409184574631,1,0.8735738241127523,0.0
replicate_02,step_wx250s,A2_color_legend,SUCCESS,C04,R05,C04,1,0.7401413389437365,1,0.9505322524652154,0.0
replicate_02,step_wx250s,A2_color_legend,SUCCESS,C05,R06,C05,1,0.7913777509798017,1,0.8217852321662916,0.0
replicate_02,step_wx250s,A2_color_legend,SUCCESS,C06,R07,C06,1,0.5329169269206753,1,0.8754242929698672,0.0
replicate_02,step_wx250s,A2_color_legend,SUCCESS,C07,R08,C07,1,0.6343972566605123,1,0.7726166976358192,0.0
replicate_02,step_wx250s,A2_color_legend,SUCCESS,C08,R09,C08,1,0.6500672947510109,1,0.7647402882680575,0.0
replicate_02,step_wx250s,A2_color_legend,SUCCESS,C09,R01,C00,0,0.0,0,0.0,0.0
replicate_03,step_px100,A0_controlled,SUCCESS,C00,R00,C00,1,0.36676580582467144,0,0.7943173499747961,0.0
replicate_03,step_px100,A0_controlled,SUCCESS,C01,R04,C04,0,0.0,0,0.0,0.0
replicate_03,step_px100,A0_controlled,SUCCESS,C02,R02,C02,1,0.28683687509555106,0,0.46547915782580107,0.0
replicate_03,step_px100,A0_controlled,SUCCESS,C03,R03,C03,1,0.5068161784301266,1,0.6110775036741879,0.0
replicate_03,step_px100,A0_controlled,SUCCESS,C04,R06,C06,0,0.20368818105616074,0,0.29299431967739853,0.0
replicate_03,step_px100,A0_controlled,SUCCESS,C05,R05,C05,1,0.256189948263119,0,0.3100334466116605,0.0
replicate_03,step_px100,A0_controlled,SUCCESS,C06,R01,C01,0,0.4285681967287296,0,0.5047912381993284,0.0
replicate_03,step_px100,A1_color_only,SUCCESS,C00,R02,,0,0.14957685494981302,0,0.14777249967903452,0.0
replicate_03,step_px100,A1_color_only,SUCCESS,C01,R04,,0,0.0,0,0.0,0.0
replicate_03,step_px100,A1_color_only,SUCCESS,C02,R00,,0,0.350838797196473,0,0.04708940470088599,0.0
replicate_03,step_px100,A1_color_only,SUCCESS,C03,R03,,0,0.40042507970244434,0,0.42218259088424853,0.0
replicate_03,step_px100,A1_color_only,SUCCESS,C04,R05,,0,0.09000782676754487,0,0.20061749571183532,0.0
replicate_03,step_px100,A1_color_only,SUCCESS,C05,R06,,0,0.38889955828692135,0,0.28904874167697414,0.0
replicate_03,step_px100,A1_color_only,SUCCESS,C06,R01,,0,0.32535647861128386,0,0.3848482140027119,0.0
replicate_03,step_px100,A2_color_legend,SUCCESS,C00,R00,C00,1,0.8758409785932724,1,0.9867537499009136,0.0
replicate_03,step_px100,A2_color_legend,SUCCESS,C01,R01,C01,1,0.9023437500000004,1,0.9242381676105063,0.0
replicate_03,step_px100,A2_color_legend,SUCCESS,C02,R02,C02,1,0.6335275968460745,1,0.944950683791395,0.0
replicate_03,step_px100,A2_color_legend,SUCCESS,C03,R03,C03,1,0.8536372825821742,1,0.9598751641886487,0.0
replicate_03,step_px100,A2_color_legend,SUCCESS,C04,R04,C04,1,0.6634304207119754,1,0.7343807710778943,0.0
replicate_03,step_px100,A2_color_legend,SUCCESS,C05,R06,C06,0,0.6416480357713199,1,0.6657440851571476,0.0
replicate_03,step_px100,A2_color_legend,SUCCESS,C06,R05,C05,0,0.6806253489670571,1,0.7704254613176017,0.0
replicate_03,step_rx150,A0_controlled,SUCCESS,C00,R01,C01,0,0.8543771043771038,1,0.7598716684333159,0.0
replicate_03,step_rx150,A0_controlled,SUCCESS,C01,R00,C00,0,0.29153651643611517,0,0.6148593021243238,0.0
replicate_03,step_rx150,A0_controlled,SUCCESS,C02,R05,C05,0,0.0,0,0.0,0.0
replicate_03,step_rx150,A0_controlled,SUCCESS,C03,R07,C07,0,0.5684993466680067,1,0.42076973800756207,0.0
replicate_03,step_rx150,A0_controlled,SUCCESS,C04,R03,C03,0,0.43608414239482257,0,0.36618418359384225,0.0
replicate_03,step_rx150,A0_controlled,SUCCESS,C05,R02,C02,0,0.4806929055730114,0,0.06990935613906149,0.0
replicate_03,step_rx150,A0_controlled,SUCCESS,C06,R06,C06,1,0.5661876218675527,1,0.311208772649606,0.0
replicate_03,step_rx150,A0_controlled,SUCCESS,C07,R08,C08,0,0.41177673277448407,0,0.43121566269558304,0.0
replicate_03,step_rx150,A0_controlled,SUCCESS,C08,R04,C04,0,0.31008855154965287,0,0.10480798306622316,0.0
replicate_03,step_rx150,A1_color_only,SUCCESS,C00,R01,C01,0,0.8261392197574036,1,0.9123854384880078,0.0
replicate_03,step_rx150,A1_color_only,SUCCESS,C01,R00,C00,0,0.6967687074829931,1,0.5866546950305579,0.0
replicate_03,step_rx150,A1_color_only,SUCCESS,C02,R02,C02,1,0.8728676948247244,1,0.9399456889822219,0.0
replicate_03,step_rx150,A1_color_only,SUCCESS,C03,R03,C03,1,0.5296035944633666,1,0.9230905172474073,0.0
replicate_03,step_rx150,A1_color_only,SUCCESS,C04,R04,C04,1,0.5250294012374089,1,0.8531049862190877,0.0
replicate_03,step_rx150,A1_color_only,SUCCESS,C05,R06,C06,0,0.4125025846026601,0,0.5019611922474092,0.0
replicate_03,step_rx150,A1_color_only,SUCCESS,C06,R05,C05,0,0.6343787433300667,1,0.2908022167037296,0.0
replicate_03,step_rx150,A1_color_only,SUCCESS,C07,R08,C08,0,0.76958437081019,1,0.6231178032322053,0.0
replicate_03,step_rx150,A1_color_only,SUCCESS,C08,R07,C07,0,0.6505310457516341,1,0.5916356983091058,0.0
replicate_03,step_rx150,A2_color_legend,SUCCESS,C00,R00,C00,1,0.7820687081900807,1,0.8527546334280338,0.0
replicate_03,step_rx150,A2_color_legend,SUCCESS,C01,R01,C01,1,0.8911560457516339,1,0.7440051482482705,0.0
replicate_03,step_rx150,A2_color_legend,SUCCESS,C02,R02,C02,1,0.5035971223021577,1,0.7944867026110236,0.0
replicate_03,step_rx150,A2_color_legend,SUCCESS,C03,R03,C03,1,0.9406730658031686,1,0.9722386970351046,0.0
replicate_03,step_rx150,A2_color_legend,SUCCESS,C04,R04,C04,1,0.7414750198255359,1,0.6997773120088935,0.0
replicate_03,step_rx150,A2_color_legend,SUCCESS,C05,R05,C05,1,0.6007334026599531,1,0.7406537328368299,0.0
replicate_03,step_rx150,A2_color_legend,SUCCESS,C06,R06,C06,1,0.6924835469345344,1,0.7528201537048197,0.0
replicate_03,step_rx150,A2_color_legend,SUCCESS,C07,R07,C07,1,0.661417322834646,1,0.7307280386904392,0.0
replicate_03,step_rx150,A2_color_legend,SUCCESS,C08,R08,C08,1,0.6197916666666667,1,0.7554246961155819,0.0
replicate_03,step_vx300s,A0_controlled,SUCCESS,C00,R00,,0,0.43968484934521107,0,1.0,0.0
replicate_03,step_vx300s,A0_controlled,SUCCESS,C01,R03,,0,0.4193548387096776,0,0.7125855426117802,0.0
replicate_03,step_vx300s,A0_controlled,SUCCESS,C02,R04,,0,0.4202464788732391,0,0.8189368176123143,0.0
replicate_03,step_vx300s,A0_controlled,SUCCESS,C03,R05,,0,0.2591976252586129,0,0.2593088221240165,0.0
replicate_03,step_vx300s,A0_controlled,SUCCESS,C04,R06,,0,0.3064663023679415,0,0.3221223511885173,0.0
replicate_03,step_vx300s,A0_controlled,SUCCESS,C05,R07,,0,0.7463256284358034,1,0.4615495759423946,0.0
replicate_03,step_vx300s,A0_controlled,SUCCESS,C06,R01,,0,0.0,0,0.0,0.4
replicate_03,step_vx300s,A0_controlled,SUCCESS,C07,,,0,0.0,0,0.0,1.0
replicate_03,step_vx300s,A0_controlled,SUCCESS,C08,R09,,0,0.6592861863846666,1,0.4201839659522984,0.0
replicate_03,step_vx300s,A0_controlled,SUCCESS,C09,,,0,0.0,0,0.0,1.0
replicate_03,step_vx300s,A0_controlled,SUCCESS,C10,,,0,0.0,0,0.0,1.0
replicate_03,step_vx300s,A0_controlled,SUCCESS,C11,,,0,0.0,0,0.0,1.0
replicate_03,step_vx300s,A0_controlled,SUCCESS,C12,,,0,0.0,0,0.0,1.0
replicate_03,step_vx300s,A0_controlled,SUCCESS,C13,,,0,0.0,0,0.0,1.0
replicate_03,step_vx300s,A0_controlled,SUCCESS,C14,,,0,0.0,0,0.0,1.0
replicate_03,step_vx300s,A0_controlled,SUCCESS,C15,,,0,0.0,0,0.0,1.0
replicate_03,step_vx300s,A0_controlled,SUCCESS,C16,,,0,0.0,0,0.0,1.0
replicate_03,step_vx300s,A0_controlled,SUCCESS,C17,,,0,0.0,0,0.0,1.0
replicate_03,step_vx300s,A0_controlled,SUCCESS,C18,,,0,0.0,0,0.0,1.0
replicate_03,step_vx300s,A0_controlled,SUCCESS,C19,R02,,0,0.4246323529411753,0,0.07602467403379524,0.0
replicate_03,step_vx300s,A0_controlled,SUCCESS,C20,,,0,0.0,0,0.0,1.0
replicate_03,step_vx300s,A0_controlled,SUCCESS,C21,,,0,0.0,0,0.0,1.0
replicate_03,step_vx300s,A0_controlled,SUCCESS,C22,R08,,0,0.5414488424197162,1,0.29421838038779036,0.0
replicate_03,step_vx300s,A0_controlled,SUCCESS,C23,,,0,0.0,0,0.0,1.0
replicate_03,step_vx300s,A1_color_only,SUCCESS,C00,R00,,0,0.4442592206709734,0,0.8828919843028167,0.0
replicate_03,step_vx300s,A1_color_only,SUCCESS,C01,R22,,0,0.27539140907266196,0,0.7020164791996557,0.0
replicate_03,step_vx300s,A1_color_only,SUCCESS,C02,R03,,0,0.32156135809176856,0,0.9277145336116595,0.0
replicate_03,step_vx300s,A1_color_only,SUCCESS,C03,R06,,0,0.5321100917431193,1,0.5867467602383448,0.0
replicate_03,step_vx300s,A1_color_only,SUCCESS,C04,R11,,0,0.4023952095808387,0,0.7868115813744689,0.0
replicate_03,step_vx300s,A1_color_only,SUCCESS,C05,R13,,0,0.6836620446128678,1,0.5249779161746309,0.0
replicate_03,step_vx300s,A1_color_only,SUCCESS,C06,R04,,0,0.4985422740524776,0,0.13686187067245628,0.0
replicate_03,step_vx300s,A1_color_only,SUCCESS,C07,R23,,0,0.0,0,0.0,0.0
replicate_03,step_vx300s,A1_color_only,SUCCESS,C08,R17,,0,0.4034934497816594,0,0.42727715914168657,0.16666666666666666
replicate_03,step_vx300s,A1_color_only,SUCCESS,C09,R02,,0,0.0,0,0.0,0.16666666666666666
replicate_03,step_vx300s,A1_color_only,SUCCESS,C10,R01,,0,0.0,0,0.0,0.0
replicate_03,step_vx300s,A1_color_only,SUCCESS,C11,R12,,0,0.0,0,0.0,0.0
replicate_03,step_vx300s,A1_color_only,SUCCESS,C12,R05,,0,0.0,0,0.0,0.0
replicate_03,step_vx300s,A1_color_only,SUCCESS,C13,R07,,0,0.05143548712431945,0,0.06289230064265282,0.16666666666666666
replicate_03,step_vx300s,A1_color_only,SUCCESS,C14,R21,,0,0.60289703771369,1,0.22470869365079338,0.0
replicate_03,step_vx300s,A1_color_only,SUCCESS,C15,R16,,0,0.3334693877551013,0,0.04111882400979992,0.0
replicate_03,step_vx300s,A1_color_only,SUCCESS,C16,R20,,0,0.3217029449423814,0,0.16874510154522196,0.0
replicate_03,step_vx300s,A1_color_only,SUCCESS,C17,R15,,0,0.4926470588235288,0,0.3822330642463208,0.0
replicate_03,step_vx300s,A1_color_only,SUCCESS,C18,R09,,0,0.3509174311926606,0,0.11805036150585889,0.0
replicate_03,step_vx300s,A1_color_only,SUCCESS,C19,R19,,0,0.3146067415730334,0,0.15784195550611727,0.16666666666666666
replicate_03,step_vx300s,A1_color_only,SUCCESS,C20,R14,,0,0.3478260869565224,0,0.09545271629778672,0.0
replicate_03,step_vx300s,A1_color_only,SUCCESS,C21,R10,,0,0.23926380368098293,0,0.2022132508699606,0.0
replicate_03,step_vx300s,A1_color_only,SUCCESS,C22,R08,,0,0.6018237082066863,1,0.26654598086355447,0.16666666666666666
replicate_03,step_vx300s,A1_color_only,SUCCESS,C23,R18,,0,0.42611380679311855,0,0.38869417428477643,0.16666666666666666
replicate_03,step_vx300s,A2_color_legend,SUCCESS,C00,R00,C00,1,0.26382351206276183,0,0.48664345850956037,0.0
replicate_03,step_vx300s,A2_color_legend,SUCCESS,C01,R20,C20,0,0.3136792452830189,0,0.20056526207605344,0.0
replicate_03,step_vx300s,A2_color_legend,SUCCESS,C02,R01,C01,0,0.22974191858942627,0,0.5418438509950672,0.0
replicate_03,step_vx300s,A2_color_legend,SUCCESS,C03,R15,C15,0,0.5097529258777637,1,0.882036652748373,0.0
replicate_03,step_vx300s,A2_color_legend,SUCCESS,C04,R11,C11,0,0.4343980806322627,0,0.7638703868733386,0.0
replicate_03,step_vx300s,A2_color_legend,SUCCESS,C05,R21,C21,0,0.49413933886474426,0,0.5553619467781628,0.0
replicate_03,step_vx300s,A2_color_legend,SUCCESS,C06,R03,C03,0,0.3680873547023602,0,0.25426513943260354,0.0
replicate_03,step_vx300s,A2_color_legend,SUCCESS,C07,R05,C05,0,0.02341137123745818,0,0.008761605858506603,0.0
replicate_03,step_vx300s,A2_color_legend,SUCCESS,C08,R10,C10,0,0.3739525363014136,0,0.24996345563514108,0.0
replicate_03,step_vx300s,A2_color_legend,SUCCESS,C09,R16,C16,0,0.0,0,0.0,0.0
replicate_03,step_vx300s,A2_color_legend,SUCCESS,C10,R13,C13,0,0.0,0,0.0,0.0
replicate_03,step_vx300s,A2_color_legend,SUCCESS,C11,R04,C04,0,0.008736349453978168,0,0.005883765609990394,0.0
replicate_03,step_vx300s,A2_color_legend,SUCCESS,C12,R02,C02,0,0.0,0,0.0,0.0
replicate_03,step_vx300s,A2_color_legend,SUCCESS,C13,R23,C23,0,0.14476190476190473,0,0.06226955227298751,0.0
replicate_03,step_vx300s,A2_color_legend,SUCCESS,C14,R09,C09,0,0.24753733714648912,0,0.18300086730268864,0.0
replicate_03,step_vx300s,A2_color_legend,SUCCESS,C15,R17,C17,0,0.0,0,0.0,0.0
replicate_03,step_vx300s,A2_color_legend,SUCCESS,C16,R18,C18,0,0.12480739599383645,0,0.05885901413305757,0.0
replicate_03,step_vx300s,A2_color_legend,SUCCESS,C17,R12,C12,0,0.4901960784313728,0,0.40562947799385873,0.0
replicate_03,step_vx300s,A2_color_legend,SUCCESS,C18,R06,C06,0,0.4390921723019912,0,0.2761073204579623,0.0
replicate_03,step_vx300s,A2_color_legend,SUCCESS,C19,R08,C08,0,0.5735294117647055,1,0.2003638960558145,0.0
replicate_03,step_vx300s,A2_color_legend,SUCCESS,C20,R19,C19,0,0.3432653061224476,0,0.17254978747075878,0.0
replicate_03,step_vx300s,A2_color_legend,SUCCESS,C21,R14,C14,0,0.4662701784197101,0,0.5023050385895529,0.0
replicate_03,step_vx300s,A2_color_legend,SUCCESS,C22,R07,C07,0,0.6555051078320103,1,0.737389944720072,0.0
replicate_03,step_vx300s,A2_color_legend,SUCCESS,C23,R22,C22,0,0.4139130434782603,0,0.21387899881176411,0.0
replicate_03,step_wx200,A0_controlled,SUCCESS,C00,R00,C00,1,0.5958762886597943,1,0.808739045526305,0.0
replicate_03,step_wx200,A0_controlled,SUCCESS,C01,R03,C03,0,0.7357823129251702,1,0.13818064906979244,0.0
replicate_03,step_wx200,A0_controlled,SUCCESS,C02,R04,C04,0,0.26787785079242393,0,1.0,0.0
replicate_03,step_wx200,A0_controlled,SUCCESS,C03,R05,C05,0,0.7175257731958761,1,0.3054083294390946,0.0
replicate_03,step_wx200,A0_controlled,SUCCESS,C04,R06,C06,0,0.645071886367573,1,0.6303041150946345,0.0
